stringId_A	stringId_B	preferredName_A	preferredName_B	ncbiTaxonId	score	nscore	fscore	pscore	ascore	escore	dscore	tscore
9606.ENSP00000013807	9606.ENSP00000285398	ERCC1	ERCC3	9606	0.994	0.0	0.0	0.0	0.074	0.0	0.54	0.988
9606.ENSP00000013807	9606.ENSP00000251303	ERCC1	SLX1A	9606	0.994	0.0	0.0	0.0	0.107	0.499	0.5	0.979
9606.ENSP00000013807	9606.ENSP00000375809	ERCC1	ERCC2	9606	0.996	0.0	0.0	0.0	0.095	0.0	0.5	0.993
9606.ENSP00000013807	9606.ENSP00000498881	ERCC1	ERCC5	9606	0.997	0.0	0.0	0.0	0.062	0.271	0.9	0.973
9606.ENSP00000013807	9606.ENSP00000350708	ERCC1	RAD23B	9606	0.998	0.0	0.0	0.0	0.0	0.0	0.9	0.983
9606.ENSP00000013807	9606.ENSP00000307853	ERCC1	MUS81	9606	0.998	0.0	0.0	0.0	0.2	0.856	0.5	0.973
9606.ENSP00000013807	9606.ENSP00000310520	ERCC1	ERCC4	9606	0.999	0.0	0.0	0.0	0.109	0.999	0.9	0.999
9606.ENSP00000013807	9606.ENSP00000364270	ERCC1	XPA	9606	0.999	0.0	0.0	0.0	0.0	0.931	0.54	0.999
9606.ENSP00000013807	9606.ENSP00000294008	ERCC1	SLX4	9606	0.999	0.0	0.0	0.0	0.086	0.899	0.5	0.997
9606.ENSP00000209728	9606.ENSP00000363017	CDC6	RPA2	9606	0.703	0.0	0.0	0.0	0.153	0.0	0.5	0.356
9606.ENSP00000209728	9606.ENSP00000253462	CDC6	GINS2	9606	0.705	0.0	0.0	0.0	0.417	0.0	0.0	0.515
9606.ENSP00000209728	9606.ENSP00000223129	CDC6	RPA3	9606	0.712	0.0	0.0	0.0	0.176	0.0	0.5	0.356
9606.ENSP00000209728	9606.ENSP00000368458	CDC6	PCNA	9606	0.716	0.0	0.0	0.0	0.45	0.23	0.0	0.383
9606.ENSP00000209728	9606.ENSP00000254719	CDC6	RPA1	9606	0.723	0.0	0.0	0.0	0.221	0.091	0.5	0.31
9606.ENSP00000209728	9606.ENSP00000261881	CDC6	TIPIN	9606	0.732	0.0	0.0	0.0	0.361	0.127	0.0	0.559
9606.ENSP00000209728	9606.ENSP00000269305	CDC6	TP53	9606	0.741	0.0	0.0	0.0	0.144	0.164	0.0	0.668
9606.ENSP00000209728	9606.ENSP00000262460	CDC6	GINS1	9606	0.744	0.0	0.0	0.0	0.483	0.071	0.0	0.509
9606.ENSP00000209728	9606.ENSP00000274255	CDC6	SKP2	9606	0.746	0.0	0.0	0.0	0.376	0.0	0.0	0.61
9606.ENSP00000209728	9606.ENSP00000313171	CDC6	ATAD5	9606	0.746	0.0	0.0	0.0	0.671	0.069	0.0	0.239
9606.ENSP00000209728	9606.ENSP00000276533	CDC6	GINS4	9606	0.785	0.0	0.0	0.0	0.271	0.0	0.0	0.717
9606.ENSP00000209728	9606.ENSP00000369411	CDC6	RFC3	9606	0.785	0.0	0.0	0.0	0.595	0.13	0.0	0.439
9606.ENSP00000209728	9606.ENSP00000260810	CDC6	TOPBP1	9606	0.793	0.0	0.0	0.0	0.179	0.0	0.0	0.758
9606.ENSP00000209728	9606.ENSP00000322570	CDC6	POLE	9606	0.797	0.0	0.0	0.0	0.277	0.07	0.5	0.469
9606.ENSP00000209728	9606.ENSP00000372023	CDC6	CHEK2	9606	0.803	0.0	0.0	0.0	0.321	0.225	0.0	0.655
9606.ENSP00000209728	9606.ENSP00000268138	CDC6	TICRR	9606	0.812	0.0	0.0	0.0	0.377	0.0	0.0	0.711
9606.ENSP00000209728	9606.ENSP00000413632	CDC6	MCMDC2	9606	0.818	0.0	0.0	0.0	0.401	0.627	0.0	0.251
9606.ENSP00000209728	9606.ENSP00000273695	CDC6	TM4SF19	9606	0.818	0.0	0.0	0.0	0.402	0.627	0.0	0.251
9606.ENSP00000209728	9606.ENSP00000265734	CDC6	CDK6	9606	0.82	0.0	0.0	0.0	0.18	0.542	0.0	0.559
9606.ENSP00000209728	9606.ENSP00000303706	CDC6	CDC25A	9606	0.82	0.0	0.0	0.0	0.476	0.099	0.0	0.649
9606.ENSP00000209728	9606.ENSP00000493712	CDC6	RAD51	9606	0.823	0.0	0.0	0.0	0.655	0.0	0.0	0.508
9606.ENSP00000209728	9606.ENSP00000257904	CDC6	CDK4	9606	0.836	0.0	0.0	0.0	0.198	0.542	0.0	0.588
9606.ENSP00000209728	9606.ENSP00000343741	CDC6	ATR	9606	0.838	0.0	0.0	0.0	0.058	0.358	0.5	0.528
9606.ENSP00000209728	9606.ENSP00000376272	CDC6	RFC4	9606	0.839	0.0	0.0	0.0	0.494	0.13	0.0	0.664
9606.ENSP00000209728	9606.ENSP00000484105	CDC6	PRIM2	9606	0.841	0.0	0.0	0.0	0.406	0.071	0.5	0.492
9606.ENSP00000209728	9606.ENSP00000305480	CDC6	FEN1	9606	0.844	0.0	0.0	0.0	0.6	0.0	0.0	0.626
9606.ENSP00000209728	9606.ENSP00000401018	CDC6	GINS3	9606	0.85	0.0	0.0	0.0	0.364	0.0	0.0	0.774
9606.ENSP00000209728	9606.ENSP00000323099	CDC6	ATRIP	9606	0.856	0.0	0.0	0.0	0.062	0.292	0.5	0.618
9606.ENSP00000209728	9606.ENSP00000312995	CDC6	CLSPN	9606	0.867	0.0	0.0	0.0	0.484	0.0	0.5	0.525
9606.ENSP00000209728	9606.ENSP00000350491	CDC6	PRIM1	9606	0.87	0.0	0.0	0.0	0.425	0.071	0.5	0.572
9606.ENSP00000209728	9606.ENSP00000265465	CDC6	POLA2	9606	0.885	0.0	0.0	0.0	0.424	0.069	0.5	0.623
9606.ENSP00000209728	9606.ENSP00000498784	CDC6	MCM8-2	9606	0.895	0.0	0.0	0.0	0.401	0.627	0.0	0.568
9606.ENSP00000209728	9606.ENSP00000262643	CDC6	CCNE1	9606	0.902	0.0	0.0	0.0	0.51	0.292	0.4	0.587
9606.ENSP00000209728	9606.ENSP00000230056	CDC6	GMNN	9606	0.905	0.0	0.0	0.0	0.382	0.0	0.5	0.717
9606.ENSP00000209728	9606.ENSP00000368358	CDC6	POLA1	9606	0.907	0.0	0.0	0.0	0.28	0.284	0.5	0.684
9606.ENSP00000209728	9606.ENSP00000353793	CDC6	WDHD1	9606	0.916	0.0	0.0	0.0	0.714	0.077	0.0	0.708
9606.ENSP00000209728	9606.ENSP00000418915	CDC6	CDKN2A	9606	0.922	0.0	0.0	0.0	0.049	0.689	0.0	0.759
9606.ENSP00000209728	9606.ENSP00000384849	CDC6	CDKN1A	9606	0.927	0.0	0.0	0.0	0.0	0.784	0.0	0.676
9606.ENSP00000209728	9606.ENSP00000353770	CDC6	RRM2	9606	0.929	0.0	0.0	0.0	0.745	0.0	0.0	0.734
9606.ENSP00000209728	9606.ENSP00000429089	CDC6	CCNE2	9606	0.931	0.0	0.0	0.0	0.572	0.0	0.4	0.755
9606.ENSP00000209728	9606.ENSP00000391090	CDC6	CHEK1	9606	0.941	0.0	0.0	0.0	0.524	0.186	0.5	0.734
9606.ENSP00000209728	9606.ENSP00000216367	CDC6	POLE2	9606	0.943	0.0	0.0	0.0	0.758	0.0	0.5	0.571
9606.ENSP00000209728	9606.ENSP00000265728	CDC6	DBF4	9606	0.956	0.0	0.0	0.0	0.219	0.0	0.5	0.898
9606.ENSP00000209728	9606.ENSP00000378699	CDC6	CDK1	9606	0.963	0.0	0.0	0.0	0.55	0.732	0.0	0.717
9606.ENSP00000209728	9606.ENSP00000355958	CDC6	DTL	9606	0.963	0.0	0.0	0.0	0.903	0.0	0.0	0.64
9606.ENSP00000209728	9606.ENSP00000355506	CDC6	EXO1	9606	0.966	0.0	0.0	0.0	0.929	0.0	0.0	0.538
9606.ENSP00000209728	9606.ENSP00000345571	CDC6	E2F1	9606	0.977	0.0	0.0	0.0	0.28	0.465	0.5	0.895
9606.ENSP00000209728	9606.ENSP00000393139	CDC6	CDC7	9606	0.977	0.0	0.0	0.0	0.253	0.069	0.5	0.943
9606.ENSP00000209728	9606.ENSP00000314505	CDC6	MCM9	9606	0.978	0.0	0.0	0.0	0.549	0.842	0.0	0.72
9606.ENSP00000209728	9606.ENSP00000255465	CDC6	CCNA1	9606	0.993	0.0	0.0	0.0	0.401	0.0	0.9	0.907
9606.ENSP00000209728	9606.ENSP00000368164	CDC6	MCM8	9606	0.993	0.0	0.0	0.0	0.484	0.724	0.9	0.568
9606.ENSP00000209728	9606.ENSP00000405726	CDC6	CDC45	9606	0.994	0.0	0.0	0.0	0.661	0.0	0.5	0.97
9606.ENSP00000209728	9606.ENSP00000418268	CDC6	MCM10	9606	0.998	0.0	0.0	0.0	0.911	0.689	0.5	0.921
9606.ENSP00000209728	9606.ENSP00000216122	CDC6	MCM5	9606	0.999	0.0	0.0	0.0	0.73	0.973	0.5	0.923
9606.ENSP00000209728	9606.ENSP00000266970	CDC6	CDK2	9606	0.999	0.0	0.0	0.0	0.288	0.971	0.9	0.866
9606.ENSP00000209728	9606.ENSP00000262105	CDC6	MCM4	9606	0.999	0.0	0.0	0.0	0.803	0.964	0.5	0.954
9606.ENSP00000209728	9606.ENSP00000360623	CDC6	ORC1	9606	0.999	0.0	0.0	0.0	0.892	0.997	0.9	0.69
9606.ENSP00000209728	9606.ENSP00000257789	CDC6	ORC3	9606	0.999	0.0	0.0	0.0	0.067	0.991	0.9	0.774
9606.ENSP00000209728	9606.ENSP00000297431	CDC6	ORC5	9606	0.999	0.0	0.0	0.0	0.131	0.988	0.9	0.795
9606.ENSP00000209728	9606.ENSP00000481380	CDC6	CCNA2	9606	0.999	0.0	0.0	0.0	0.672	0.96	0.9	0.941
9606.ENSP00000209728	9606.ENSP00000441953	CDC6	ORC4	9606	0.999	0.0	0.0	0.0	0.099	0.966	0.9	0.921
9606.ENSP00000209728	9606.ENSP00000307288	CDC6	MCM7	9606	0.999	0.0	0.0	0.0	0.747	0.997	0.5	0.981
9606.ENSP00000209728	9606.ENSP00000219097	CDC6	ORC6	9606	0.999	0.0	0.0	0.0	0.261	0.927	0.9	0.989
9606.ENSP00000209728	9606.ENSP00000480987	CDC6	MCM3	9606	0.999	0.0	0.0	0.0	0.696	0.991	0.5	0.993
9606.ENSP00000209728	9606.ENSP00000264156	CDC6	MCM6	9606	0.999	0.0	0.0	0.0	0.777	0.981	0.5	0.877
9606.ENSP00000209728	9606.ENSP00000265056	CDC6	MCM2	9606	0.999	0.0	0.0	0.0	0.785	0.99	0.5	0.844
9606.ENSP00000209728	9606.ENSP00000301019	CDC6	CDT1	9606	0.999	0.0	0.0	0.0	0.88	0.993	0.8	0.998
9606.ENSP00000209728	9606.ENSP00000234296	CDC6	ORC2	9606	0.999	0.0	0.0	0.0	0.146	0.997	0.9	0.646
9606.ENSP00000216122	9606.ENSP00000351697	MCM5	REV3L	9606	0.703	0.0	0.0	0.0	0.323	0.406	0.0	0.321
9606.ENSP00000216122	9606.ENSP00000362131	MCM5	RPA4	9606	0.712	0.0	0.0	0.0	0.374	0.066	0.5	0.132
9606.ENSP00000216122	9606.ENSP00000480186	MCM5	POLD2	9606	0.716	0.0	0.0	0.0	0.391	0.069	0.0	0.539
9606.ENSP00000216122	9606.ENSP00000345571	MCM5	E2F1	9606	0.728	0.0	0.0	0.0	0.311	0.0	0.0	0.621
9606.ENSP00000216122	9606.ENSP00000262643	MCM5	CCNE1	9606	0.73	0.0	0.0	0.0	0.442	0.0	0.0	0.536
9606.ENSP00000216122	9606.ENSP00000378699	MCM5	CDK1	9606	0.74	0.0	0.0	0.0	0.448	0.0	0.0	0.547
9606.ENSP00000216122	9606.ENSP00000418915	MCM5	CDKN2A	9606	0.774	0.0	0.0	0.0	0.044	0.69	0.0	0.3
9606.ENSP00000216122	9606.ENSP00000262306	MCM5	ELOB	9606	0.801	0.0	0.0	0.0	0.049	0.8	0.0	0.0
9606.ENSP00000216122	9606.ENSP00000372023	MCM5	CHEK2	9606	0.811	0.0	0.0	0.0	0.443	0.483	0.0	0.397
9606.ENSP00000216122	9606.ENSP00000482313	MCM5	RECQL4	9606	0.811	0.0	0.0	0.0	0.504	0.51	0.0	0.285
9606.ENSP00000216122	9606.ENSP00000478121	MCM5	ELOC	9606	0.811	0.0	0.0	0.0	0.047	0.8	0.0	0.091
9606.ENSP00000216122	9606.ENSP00000355506	MCM5	EXO1	9606	0.83	0.0	0.0	0.0	0.682	0.0	0.0	0.486
9606.ENSP00000216122	9606.ENSP00000414095	MCM5	CUL2	9606	0.832	0.0	0.0	0.0	0.049	0.8	0.0	0.188
9606.ENSP00000216122	9606.ENSP00000323099	MCM5	ATRIP	9606	0.834	0.0	0.0	0.0	0.128	0.292	0.5	0.528
9606.ENSP00000216122	9606.ENSP00000216225	MCM5	RBX1	9606	0.836	0.0	0.0	0.0	0.054	0.8	0.0	0.203
9606.ENSP00000216122	9606.ENSP00000230056	MCM5	GMNN	9606	0.847	0.0	0.0	0.0	0.284	0.0	0.5	0.607
9606.ENSP00000216122	9606.ENSP00000363286	MCM5	POLE3	9606	0.859	0.0	0.0	0.0	0.429	0.126	0.5	0.504
9606.ENSP00000216122	9606.ENSP00000266970	MCM5	CDK2	9606	0.86	0.0	0.0	0.0	0.475	0.0	0.5	0.509
9606.ENSP00000216122	9606.ENSP00000391090	MCM5	CHEK1	9606	0.866	0.0	0.0	0.0	0.322	0.292	0.5	0.51
9606.ENSP00000216122	9606.ENSP00000273695	MCM5	TM4SF19	9606	0.892	0.0	0.0	0.0	0.653	0.62	0.0	0.25
9606.ENSP00000216122	9606.ENSP00000262315	MCM5	CHTF18	9606	0.898	0.0	0.0	0.0	0.848	0.265	0.0	0.16
9606.ENSP00000216122	9606.ENSP00000255465	MCM5	CCNA1	9606	0.902	0.0	0.009	0.0	0.372	0.0	0.4	0.76
9606.ENSP00000216122	9606.ENSP00000254719	MCM5	RPA1	9606	0.902	0.0	0.0	0.0	0.495	0.426	0.5	0.407
9606.ENSP00000216122	9606.ENSP00000413632	MCM5	MCMDC2	9606	0.91	0.0	0.0	0.0	0.653	0.62	0.0	0.377
9606.ENSP00000216122	9606.ENSP00000265465	MCM5	POLA2	9606	0.91	0.0	0.0	0.0	0.612	0.188	0.5	0.498
9606.ENSP00000216122	9606.ENSP00000298288	MCM5	LRR1	9606	0.916	0.0	0.0	0.0	0.244	0.8	0.0	0.491
9606.ENSP00000216122	9606.ENSP00000368458	MCM5	PCNA	9606	0.918	0.0	0.0	0.0	0.878	0.0	0.0	0.357
9606.ENSP00000216122	9606.ENSP00000363017	MCM5	RPA2	9606	0.925	0.0	0.0	0.0	0.404	0.684	0.5	0.296
9606.ENSP00000216122	9606.ENSP00000369411	MCM5	RFC3	9606	0.937	0.0	0.0	0.0	0.842	0.099	0.0	0.592
9606.ENSP00000216122	9606.ENSP00000305480	MCM5	FEN1	9606	0.942	0.0	0.0	0.0	0.874	0.0	0.0	0.556
9606.ENSP00000216122	9606.ENSP00000353770	MCM5	RRM2	9606	0.944	0.0	0.0	0.0	0.846	0.0	0.0	0.651
9606.ENSP00000216122	9606.ENSP00000350491	MCM5	PRIM1	9606	0.945	0.0	0.0	0.0	0.743	0.071	0.5	0.598
9606.ENSP00000216122	9606.ENSP00000263274	MCM5	LIG1	9606	0.947	0.0	0.0	0.0	0.927	0.0	0.0	0.306
9606.ENSP00000216122	9606.ENSP00000484105	MCM5	PRIM2	9606	0.948	0.0	0.0	0.0	0.845	0.072	0.5	0.366
9606.ENSP00000216122	9606.ENSP00000481380	MCM5	CCNA2	9606	0.948	0.0	0.011	0.0	0.562	0.0	0.4	0.818
9606.ENSP00000216122	9606.ENSP00000408295	MCM5	RFC5	9606	0.949	0.0	0.0	0.0	0.84	0.099	0.0	0.679
9606.ENSP00000216122	9606.ENSP00000376272	MCM5	RFC4	9606	0.949	0.0	0.0	0.0	0.791	0.099	0.0	0.751
9606.ENSP00000216122	9606.ENSP00000368358	MCM5	POLA1	9606	0.958	0.0	0.0	0.0	0.719	0.406	0.5	0.56
9606.ENSP00000216122	9606.ENSP00000312995	MCM5	CLSPN	9606	0.958	0.0	0.0	0.0	0.347	0.8	0.5	0.432
9606.ENSP00000216122	9606.ENSP00000498784	MCM5	MCM8-2	9606	0.958	0.0	0.0	0.0	0.653	0.62	0.0	0.709
9606.ENSP00000216122	9606.ENSP00000472445	MCM5	POLD1	9606	0.969	0.0	0.0	0.0	0.892	0.406	0.0	0.56
9606.ENSP00000216122	9606.ENSP00000219097	MCM5	ORC6	9606	0.975	0.0	0.0	0.0	0.357	0.616	0.65	0.746
9606.ENSP00000216122	9606.ENSP00000441953	MCM5	ORC4	9606	0.976	0.0	0.0	0.0	0.117	0.607	0.65	0.83
9606.ENSP00000216122	9606.ENSP00000260810	MCM5	TOPBP1	9606	0.985	0.0	0.0	0.0	0.194	0.954	0.0	0.631
9606.ENSP00000216122	9606.ENSP00000261881	MCM5	TIPIN	9606	0.989	0.0	0.0	0.0	0.441	0.962	0.0	0.518
9606.ENSP00000216122	9606.ENSP00000265728	MCM5	DBF4	9606	0.991	0.0	0.0	0.0	0.149	0.596	0.9	0.794
9606.ENSP00000216122	9606.ENSP00000257789	MCM5	ORC3	9606	0.994	0.0	0.0	0.0	0.219	0.941	0.65	0.71
9606.ENSP00000216122	9606.ENSP00000353098	MCM5	MCMBP	9606	0.995	0.0	0.0	0.0	0.626	0.958	0.0	0.717
9606.ENSP00000216122	9606.ENSP00000450607	MCM5	TIMELESS	9606	0.995	0.0	0.0	0.0	0.32	0.986	0.0	0.514
9606.ENSP00000216122	9606.ENSP00000368164	MCM5	MCM8	9606	0.996	0.0	0.0	0.0	0.667	0.668	0.9	0.713
9606.ENSP00000216122	9606.ENSP00000322570	MCM5	POLE	9606	0.997	0.0	0.0	0.0	0.45	0.976	0.5	0.697
9606.ENSP00000216122	9606.ENSP00000418268	MCM5	MCM10	9606	0.997	0.0	0.0	0.0	0.641	0.817	0.5	0.925
9606.ENSP00000216122	9606.ENSP00000360623	MCM5	ORC1	9606	0.998	0.0	0.0	0.0	0.803	0.964	0.65	0.524
9606.ENSP00000216122	9606.ENSP00000216367	MCM5	POLE2	9606	0.998	0.0	0.0	0.0	0.398	0.987	0.5	0.579
9606.ENSP00000216122	9606.ENSP00000314505	MCM5	MCM9	9606	0.998	0.0	0.0	0.0	0.83	0.854	0.9	0.428
9606.ENSP00000216122	9606.ENSP00000297431	MCM5	ORC5	9606	0.999	0.0	0.0	0.0	0.34	0.997	0.65	0.828
9606.ENSP00000216122	9606.ENSP00000262105	MCM5	MCM4	9606	0.999	0.0	0.0	0.0	0.98	0.997	0.9	0.99
9606.ENSP00000216122	9606.ENSP00000276533	MCM5	GINS4	9606	0.999	0.0	0.0	0.0	0.259	0.993	0.54	0.678
